REGIAO;UF;DESTINATARIO;LOCALIDADE;ITEM;PROGRAMA DE SAUDE;QUANTIDADE;DATA DE SOLICITACAO;STATUS;DATA DE ENTREGA
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;45000,0;;ENTREGA REALIZADA;2020/08/03 00:00:00.000
CENTRO-OESTE;GOIAS;SMS;GOIANIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/08/11 00:00:00.000
CENTRO-OESTE;GOIAS;SMS;GOIANIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6000,0;;ENTREGA REALIZADA;2020/08/11 00:00:00.000
CENTRO-OESTE;GOIAS;SMS;GOIANIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7500,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;14500,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;8000,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;13000,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3500,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
CENTRO-OESTE;GOIAS;SMS;GOIANIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2880,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4060,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5590,0;;ENTREGA REALIZADA;2020/02/24 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;25000,0;;ENTREGA REALIZADA;2020/07/20 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6000,0;;ENTREGA REALIZADA;2020/03/30 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;8000,0;;ENTREGA REALIZADA;2020/04/21 00:00:00.000
CENTRO-OESTE;GOIAS;SES;GOIAS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;15000,0;;ENTREGA REALIZADA;2020/06/05 00:00:00.000
NORDESTE;MARANHAO;SMS;SAO LUIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/05/11 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;MARANHAO;SMS;SAO LUIS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/07/01 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1070,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/05/11 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;2000,0;;ENTREGA REALIZADA;2020/03/27 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;16000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;80000,0;;ENTREGA REALIZADA;2020/05/04 00:00:00.000
NORDESTE;MARANHAO;SES;MARANHAO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;180000,0;;ENTREGA REALIZADA;2020/06/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XINGU ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XINGU ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XINGU ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SMS;CUIABA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5500,0;;ENTREGA REALIZADA;2020/06/25 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9500,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;18500,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;9500,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/30 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;11000,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;9500,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1300,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1890,0;;ENTREGA REALIZADA;2020/03/23 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/14 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15000,0;;ENTREGA REALIZADA;2020/08/04 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;15000,0;;ENTREGA REALIZADA;2020/08/04 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SMS;CUIABA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SMS;CUIABA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10000,0;;ENTREGA REALIZADA;2020/07/22 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SMS;CUIABA;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;9000,0;;ENTREGA REALIZADA;2020/07/23 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;80000,0;;ENTREGA REALIZADA;2020/07/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;3000,0;;ENTREGA REALIZADA;2020/03/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6000,0;;ENTREGA REALIZADA;2020/04/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SES;MATO GROSSO;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6000,0;;ENTREGA REALIZADA;2020/05/04 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XINGU ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/04/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XAVANTE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/04/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XAVANTE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/02/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XAVANTE;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/04/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI ARAGUAIA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI ARAGUAIA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI ARAGUAIA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;13500,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI CUIABA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI CUIABA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;500,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI CUIABA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1500,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO;SAUDE INDIGENA;DSEI XAVANTE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SMS;CAMPO GRANDE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;15000,0;;ENTREGA REALIZADA;2020/07/21 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;15000,0;;ENTREGA REALIZADA;2020/07/21 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SMS;CAMPO GRANDE;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;10000,0;;ENTREGA REALIZADA;2020/07/07 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;6500,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;8000,0;;ENTREGA REALIZADA;2020/03/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;8400,0;;ENTREGA REALIZADA;2020/01/22 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10340,0;;ENTREGA REALIZADA;2020/03/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/04/02 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;80000,0;;ENTREGA REALIZADA;2020/05/13 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5000,0;;ENTREGA REALIZADA;2020/03/29 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;5000,0;;ENTREGA REALIZADA;2020/04/24 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;6000,0;;ENTREGA REALIZADA;2020/05/05 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SAUDE INDIGENA;DSEI MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5500,0;;ENTREGA REALIZADA;2020/04/27 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SAUDE INDIGENA;DSEI MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;7000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SAUDE INDIGENA;DSEI MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;15000,0;;ENTREGA REALIZADA;2020/08/03 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SES;MATO GROSSO DO SUL;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50000,0;;ENTREGA REALIZADA;2020/08/03 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SMS;CAMPO GRANDE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SAUDE INDIGENA;DSEI MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/08/07 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SAUDE INDIGENA;DSEI MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/08/07 00:00:00.000
CENTRO-OESTE;MATO GROSSO DO SUL;SAUDE INDIGENA;DSEI MATO GROSSO DO SUL ;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/08/07 00:00:00.000
SUDESTE;MINAS GERAIS;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;6000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
SUDESTE;MINAS GERAIS;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;84000,0;;ENTREGA REALIZADA;2020/08/06 00:00:00.000
SUDESTE;MINAS GERAIS;SMS;BELO HORIZONTE;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;70000,0;;ENTREGA REALIZADA;2020/06/25 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;233000,0;;ENTREGA REALIZADA;2020/06/25 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;17500,0;;ENTREGA REALIZADA;2020/01/21 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;173000,0;;ENTREGA REALIZADA;2020/03/25 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;50000,0;;ENTREGA REALIZADA;2020/04/29 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;41000,0;;ENTREGA REALIZADA;2020/01/21 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;95000,0;;ENTREGA REALIZADA;2020/03/25 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;25000,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;46310,0;;ENTREGA REALIZADA;2020/01/21 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;95800,0;;ENTREGA REALIZADA;2020/03/25 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;32260,0;;ENTREGA REALIZADA;2020/04/13 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/05/15 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;20000,0;;ENTREGA REALIZADA;2020/08/05 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;220000,0;;ENTREGA REALIZADA;2020/08/05 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27000,0;;ENTREGA REALIZADA;2020/03/30 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;27000,0;;ENTREGA REALIZADA;2020/04/23 00:00:00.000
SUDESTE;MINAS GERAIS;SES;MINAS GERAIS;DIFOSFATO DE CLOROQUINA 150MG;COVID-19;31000,0;;ENTREGA REALIZADA;2020/05/04 00:00:00.000
SUDESTE;MINAS GERAIS;SAUDE INDIGENA;DSEI MG/ES;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
SUDESTE;MINAS GERAIS;SAUDE INDIGENA;DSEI MG/ES;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/05/08 00:00:00.000
NORTE;PARA;SMS;BELEM;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;6000,0;;ENTREGA REALIZADA;2020/07/02 00:00:00.000
NORTE;PARA;SMS;BELEM;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/07/02 00:00:00.000
NORTE;PARA;SMS;BELEM;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/08/12 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI Altamira;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/04/30 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI Altamira;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI Altamira;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3000,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI ALTAMIRA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/06/29 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;3600,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;2500,0;;ENTREGA REALIZADA;2020/03/31 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/03/31 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI GUAMA TOCANTINS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;1580,0;;ENTREGA REALIZADA;2020/03/31 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI RIO TAPAJOS;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;1000,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORTE;PARA;SAUDE INDIGENA;DSEI RIO TAPAJOS;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;300,0;;ENTREGA REALIZADA;2020/06/30 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;24000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/03/20 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;5500,0;;ENTREGA REALIZADA;2020/03/26 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;7000,0;;ENTREGA REALIZADA;2020/04/24 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 75MG;INFLUENZA;30000,0;;ENTREGA REALIZADA;2020/05/12 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2500,0;;ENTREGA REALIZADA;2020/01/20 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;4000,0;;ENTREGA REALIZADA;2020/03/20 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 45MG;INFLUENZA;2000,0;;ENTREGA REALIZADA;2020/03/26 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;17000,0;;ENTREGA REALIZADA;2020/06/26 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4800,0;;ENTREGA REALIZADA;2020/02/11 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;4800,0;;ENTREGA REALIZADA;2020/03/20 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/03/26 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;5000,0;;ENTREGA REALIZADA;2020/04/22 00:00:00.000
NORTE;PARA;SES;PARA;FOSFATO DE OSELTAMIVIR 30MG;INFLUENZA;10000,0;;ENTREGA REALIZADA;2020/05/12 00:00:00.000
